TRIP_ID,CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,TIMESTAMP,DAY_TYPE,MISSING_DATA,POLYLINE
1372637482620000005,C,,,20000005,1372637482,A,False,"[[-8.599239, 41.149188], [-8.588547, 41.166135]]"
1372639181620000089,C,,,20000089,1372639181,A,False,"[[-8.643807, 41.168979]]"
1372638161620000423,C,,,20000423,1372638161,A,False,"[[-8.609706, 41.151303]]"
1372637254620000657,A,39233.0,,20000657,1372637254,A,False,"[[-8.660646, 41.168574], [-8.644491, 41.183541], [-8.622018, 41.180463], [-8.601768, 41.183253]]"
1372638502620000320,C,,,20000320,1372638502,A,False,"[[-8.612955, 41.140377]]"
1372639960620000309,B,,38.0,20000309,1372639960,A,False,"[[-8.60418, 41.160969], [-8.584848, 41.168502]]"
1372637658620000596,A,22864.0,,20000596,1372637658,A,False,"[[-8.665686, 41.170626], [-8.654328, 41.187816]]"
1372639092620000233,C,,,20000233,1372639092,A,False,"[[-8.632737, 41.168295]]"
1372639535620000161,A,25862.0,,20000161,1372639535,A,False,"[[-8.648226, 41.148333], [-8.635527, 41.132709], [-8.625753, 41.114943], [-8.609193, 41.111145], [-8.588709, 41.103477]]"
1372640499620000596,C,,,20000596,1372640499,A,False,"[[-8.638227, 41.159592], [-8.617752, 41.16249]]"
1372639635620000178,B,,52.0,20000178,1372639635,A,False,"[[-8.613243, 41.154444]]"
1372640555620000235,C,,,20000235,1372640555,A,False,"[[-8.611065, 41.149431]]"
1372639871620000653,C,,,20000653,1372639871,A,False,"[[-8.611101, 41.16285]]"
1372639875620000009,C,,,20000009,1372639875,A,False,"[[-8.600067, 41.182704], [-8.608527, 41.164542], [-8.620362, 41.14737]]"
1372637453620000648,C,,,20000648,1372637453,A,False,"[[-8.610948, 41.150529], [-8.604639, 41.17131]]"
1372640399620000320,C,,,20000320,1372640399,A,False,"[[-8.609967, 41.140827], [-8.627058, 41.129046]]"
1372639558620000005,C,,,20000005,1372639558,A,False,"[[-8.611389, 41.150439]]"
1372639848620000424,C,,,20000424,1372639848,A,False,"[[-8.639838, 41.159799], [-8.637399, 41.13945], [-8.635941, 41.124267], [-8.623062, 41.114358], [-8.610669, 41.111604], [-8.599149, 41.101578], [-8.588313, 41.092353]]"
1372640130620000010,A,4082.0,,20000010,1372640130,A,False,"[[-8.621523, 41.177673]]"
1372638902620000372,C,,,20000372,1372638902,A,False,"[[-8.612613, 41.145894]]"
1372639973620000686,B,,23.0,20000686,1372639973,A,False,"[[-8.61255, 41.146128]]"
1372638165620000435,C,,,20000435,1372638165,A,False,"[[-8.688348, 41.173668], [-8.667117, 41.164209], [-8.648496, 41.155974]]"
1372640356620000657,B,,22.0,20000657,1372640356,A,False,"[[-8.689329, 41.168115], [-8.668854, 41.164515], [-8.646444, 41.160753]]"
1372638793620000571,A,2002.0,,20000571,1372638793,A,False,"[[-8.574705, 41.142717], [-8.596296, 41.140404]]"
1372638361620000154,C,,,20000154,1372638361,A,False,"[[-8.628084, 41.158368]]"
1372639857620000089,C,,,20000089,1372639857,A,False,"[[-8.652933, 41.162022], [-8.632548, 41.158107], [-8.609508, 41.153427]]"
1372639096620000231,C,,,20000231,1372639096,A,False,"[[-8.612856, 41.140431], [-8.607843, 41.160456], [-8.627616, 41.172957], [-8.641179, 41.168412], [-8.65818, 41.180256], [-8.670141, 41.188896], [-8.683947, 41.196447]]"
1372639536620000570,A,25862.0,,20000570,1372639536,A,False,"[[-8.663409, 41.180724]]"
1372639241620000060,C,,,20000060,1372639241,A,False,"[[-8.648046, 41.165028], [-8.668953, 41.156757], [-8.687988, 41.166954], [-8.694612, 41.186016]]"
1372640943620000596,C,,,20000596,1372640943,A,False,"[[-8.611983, 41.150358], [-8.598744, 41.165388]]"
1372641991620000231,B,,13.0,20000231,1372641991,A,False,"[[-8.628363, 41.157486], [-8.608437, 41.153562]]"
1372641328620000005,C,,,20000005,1372641328,A,False,"[[-8.611497, 41.15043], [-8.612928, 41.170482]]"
1372641742620000657,B,,22.0,20000657,1372641742,A,False,"[[-8.689338, 41.168124], [-8.677206, 41.15088], [-8.656884, 41.14719]]"
1372636956620000167,C,,,20000167,1372636956,A,False,"[[-8.613297, 41.15439], [-8.634222, 41.152473]]"
1372641197620000653,B,,13.0,20000653,1372641197,A,False,"[[-8.628354, 41.157459]]"
1372639521620000403,C,,,20000403,1372639521,A,False,"[[-8.640108, 41.146803], [-8.649072, 41.162904], [-8.6328, 41.171787], [-8.614899, 41.174226], [-8.59734, 41.171589]]"
1372642886620000403,B,,57.0,20000403,1372642886,A,False,"[[-8.610912,41.145786]]"
1372637230620000503,C,,,20000503,1372637230,A,False,"[[-8.630568, 41.154795], [-8.650287, 41.1606]]"
1372641690620000372,B,,23.0,20000372,1372641690,A,False,"[[-8.612568, 41.145948], [-8.59653, 41.1597]]"
1372638451620000621,A,59594.0,,20000621,1372638451,A,False,"[[-8.602209, 41.163372], [-8.585334, 41.176917], [-8.575479, 41.194521], [-8.604261, 41.16096], [-8.568558, 41.193315]]"
1372642706620000653,B,,13.0,20000653,1372642706,A,False,"[[-8.628327, 41.157378]]"
1372641749620000571,B,,34.0,20000571,1372641749,A,False,"[[-8.615556, 41.140692], [-8.579988, 41.15934], [-8.605548, 41.153526]]"
1372642168620000570,C,,,20000570,1372642168,A,False,"[[-8.6625, 41.177367]]"
1372639358620000463,C,,,20000463,1372639358,A,False,"[[-8.612532, 41.145993], [-8.63298, 41.152671], [-8.65305, 41.15223], [-8.672796, 41.155569]]"
1372642178620000060,C,,,20000060,1372642178,A,False,"[[-8.652555, 41.179698], [-8.638983, 41.164677]]"
1372641600620000612,B,,15.0,20000612,1372641600,A,False,"[[-8.585811, 41.148666], [-8.587233, 41.16888]]"
1372636896620000360,C,,,20000360,1372636896,A,False,"[[-8.617599, 41.146137], [-8.627211, 41.164416]]"
1372643618620000463,B,,34.0,20000463,1372643618,A,False,"[[-8.615394, 41.140764]]"
1372638641620000520,C,,,20000520,1372638641,A,False,"[[-8.623017, 41.164209], [-8.601516, 41.159583]]"
1372641088620000574,C,,,20000574,1372641088,A,False,"[[-8.649378, 41.1543], [-8.637201, 41.170545], [-8.622666, 41.173371], [-8.6076, 41.17302], [-8.590608, 41.169042], [-8.572275, 41.159502]]"
1372637926620000173,C,,,20000173,1372637926,A,False,"[[-8.642133, 41.173335]]"
1372641297620000320,C,,,20000320,1372641297,A,False,"[[-8.609652, 41.1408], [-8.587746, 41.141925], [-8.569422, 41.132727], [-8.549334, 41.129505]]"
1372641048620000560,A,40433.0,,20000560,1372641048,A,False,"[[-8.578683, 41.145777], [-8.565714, 41.161914]]"
1372643656620000492,C,,,20000492,1372643656,A,False,"[[-8.605017, 41.161221], [-8.626356, 41.164623], [-8.645508, 41.158026]]"
1372641858620000154,A,21875.0,,20000154,1372641858,A,False,"[[-8.623152, 41.164191]]"
1372638303620000112,A,63882.0,,20000112,1372638303,A,False,"[[-8.587116, 41.162427]]"
1372642071620000305,C,,,20000305,1372642071,A,False,"[[-8.64513, 41.165604], [-8.639766, 41.144778], [-8.62569, 41.159484], [-8.605314, 41.160654]]"
1372644235620000520,C,,,20000520,1372644235,A,False,"[[-8.611569, 41.150385]]"
1372644270620000173,C,,,20000173,1372644270,A,False,"[[-8.61147, 41.150376]]"
1372642569620000004,B,,18.0,20000004,1372642569,A,False,"[[-8.61984, 41.148009]]"
1372638158620000620,C,,,20000620,1372638158,A,False,"[[-8.611128, 41.149485]]"
1372637728620000671,C,,,20000671,1372637728,A,False,"[[-8.617041, 41.150367]]"
1372637423620000341,C,,,20000341,1372637423,A,False,"[[-8.606493, 41.14458], [-8.626041, 41.152095], [-8.642142, 41.167224], [-8.653797, 41.185341]]"
1372639364620000015,C,,,20000015,1372639364,A,False,"[[-8.628336, 41.157738]]"
1372644476620000307,C,,,20000307,1372644476,A,False,"[[-8.610804, 41.144886]]"
1372641724620000435,C,,,20000435,1372641724,A,False,"[[-8.606403, 41.144472]]"
1372638031620000171,C,,,20000171,1372638031,A,False,"[[-8.618886, 41.155281]]"
1372639380620000201,A,33597.0,,20000201,1372639380,A,False,"[[-8.620245, 41.151015], [-8.625987, 41.170896]]"
1372637754620000007,C,,,20000007,1372637754,A,False,"[[-8.645373, 41.008275], [-8.641962, 41.028345], [-8.644104, 41.148171], [-8.648973, 41.045373], [-8.640405, 41.064228], [-8.626077, 41.082003], [-8.609832, 41.086395], [-8.593587, 41.092056], [-8.576559, 41.09139], [-8.565453, 41.108265], [-8.573823, 41.125293], [-8.5806, 41.146938], [-8.563779, 41.158656]]"
1372639475620000199,C,,,20000199,1372639475,A,False,"[[-8.586387, 41.149179], [-8.569899, 41.160843], [-8.568423, 41.140494]]"
1372638266620000611,C,,,20000611,1372638266,A,False,"[[-8.587602, 41.137731], [-8.582733, 41.158143], [-8.599077, 41.171418], [-8.615727, 41.174226], [-8.63343, 41.171787], [-8.651835, 41.175216]]"
1372642553620000167,C,,,20000167,1372642553,A,False,"[[-8.674119, 41.153868], [-8.658774, 41.168628], [-8.651952, 41.188005]]"
1372641721620000686,B,,23.0,20000686,1372641721,A,False,"[[-8.612532, 41.145939], [-8.600526, 41.164659], [-8.584767, 41.177691], [-8.563032, 41.181417]]"
1372640550620000233,A,23799.0,,20000233,1372640550,A,False,"[[-8.619327, 41.156064]]"
1372643195620000372,C,,,20000372,1372643195,A,False,"[[-8.628228, 41.165181], [-8.65071, 41.161608]]"
1372644253620000574,C,,,20000574,1372644253,A,False,"[[-8.640792, 41.149026], [-8.637246, 41.170815], [-8.618805, 41.173713], [-8.60085, 41.171031], [-8.622414, 41.173488], [-8.637048, 41.170779], [-8.649054, 41.154723]]"
1372637715620000398,C,,,20000398,1372637715,A,False,"[[-8.611965, 41.154129]]"
1372637247620000067,C,,,20000067,1372637247,A,False,"[[-8.628858, 41.160969], [-8.6103, 41.151906]]"
1372644655620000520,C,,,20000520,1372644655,A,False,"[[-8.603631, 41.146542]]"
1372644436620000112,C,,,20000112,1372644436,A,False,"[[-8.602821, 41.143239]]"
1372642990620000503,B,,47.0,20000503,1372642990,A,False,"[[-8.654778, 41.173533]]"
1372643825620000569,C,,,20000569,1372643825,A,False,"[[-8.610381, 41.153634], [-8.63037, 41.157297]]"
1372638513620000473,A,63882.0,,20000473,1372638513,A,False,"[[-8.601273, 41.181759]]"
1372637072620000367,C,,,20000367,1372637072,A,False,"[[-8.617599, 41.146254], [-8.663454, 41.184405], [-8.617041, 41.144823], [-8.606439, 41.163741]]"
1372638616620000672,C,,,20000672,1372638616,A,False,"[[-8.67411, 41.153868], [-8.654931, 41.148189], [-8.633934, 41.147496], [-8.614854, 41.14098], [-8.594289, 41.139927], [-8.574606, 41.143878]]"
1372641886620000089,A,22495.0,,20000089,1372641886,A,False,"[[-8.660232, 41.152977], [-8.640477, 41.1597]]"
1372644642620000305,B,,9.0,20000305,1372644642,A,False,"[[-8.605926, 41.14449]]"
1372637397620000190,A,2002.0,,20000190,1372637397,A,False,"[[-8.620938, 41.150034], [-8.623134, 41.170338], [-8.600139, 41.171175], [-8.586585, 41.166792], [-8.56701, 41.171625]]"
1372642204620000596,C,,,20000596,1372642204,A,False,"[[-8.618913, 41.154615], [-8.641107, 41.153715]]"
1372638504620000600,A,4609.0,,20000600,1372638504,A,False,"[[-8.573616, 41.17077], [-8.592444, 41.160285], [-8.606592, 41.144931]]"
1372641278620000009,A,27738.0,,20000009,1372641278,A,False,"[[-8.604765, 41.169969]]"
1372640331620000496,C,,,20000496,1372640331,A,False,"[[-8.606439, 41.144526], [-8.60625, 41.164659], [-8.62227, 41.178699]]"
1372640408620000013,C,,,20000013,1372640408,A,False,"[[-8.600148, 41.182749], [-8.583939, 41.198562], [-8.567964, 41.199975], [-8.550459, 41.201154], [-8.53587, 41.201748], [-8.520192, 41.20092], [-8.506287, 41.196897], [-8.487558, 41.186106]]"
1372645575620000201,B,,30.0,20000201,1372645575,A,False,"[[-8.626977, 41.151816]]"
1372645298620000307,B,,57.0,20000307,1372645298,A,False,"[[-8.610966, 41.145651], [-8.597097, 41.131008]]"
1372641453620000010,B,,51.0,20000010,1372641453,A,False,"[[-8.621082, 41.16105]]"
1372644692620000173,C,,,20000173,1372644692,A,False,"[[-8.598186,41.145633]]"
1372646173620000686,B,,23.0,20000686,1372646173,A,False,"[[-8.612496, 41.145975], [-8.606421, 41.166306]]"
1372645426620000454,C,,,20000454,1372645426,A,False,"[[-8.619849, 41.148036]]"
1372643201620000621,B,,38.0,20000621,1372643201,A,False,"[[-8.604162, 41.161059], [-8.619687, 41.173785], [-8.638812, 41.169771], [-8.656704, 41.179041], [-8.672949, 41.189373]]"
1372644311620000492,C,,,20000492,1372644311,A,False,"[[-8.654706, 41.152248], [-8.634375, 41.152464], [-8.614926, 41.145723]]"
1372646789620000534,C,,,20000534,1372646789,A,False,"[[-8.593065, 41.158845]]"
1372642351620000005,C,,,20000005,1372642351,A,False,"[[-8.614107, 41.149953]]"
1372641454620000195,B,,60.0,20000195,1372641454,A,False,"[[-8.6094, 41.151213], [-8.604594, 41.171337], [-8.624367, 41.180166]]"
1372647120620000307,B,,9.0,20000307,1372647120,A,False,"[[-8.606259, 41.144616], [-8.628462, 41.145453], [-8.608257, 41.142933]]"
1372643415620000653,B,,13.0,20000653,1372643415,A,False,"[[-8.628453, 41.15736], [-8.63721, 41.175846]]"
1372638851620000406,C,,,20000406,1372638851,A,False,"[[-8.628885, 41.160996], [-8.615736, 41.145435]]"
1372645859620000199,C,,,20000199,1372645859,A,False,"[[-8.586369, 41.149125], [-8.607078, 41.150097]]"
1372647913620000307,C,,,20000307,1372647913,A,False,"[[-8.605368, 41.142888]]"
1372646710620000367,A,52460.0,,20000367,1372646710,A,False,"[[-8.614035, 41.146479], [-8.634177, 41.152572], [-8.656011, 41.151753], [-8.675469, 41.156811]]"
1372638137620000325,C,,,20000325,1372638137,A,False,"[[-8.611281, 41.147298], [-8.606457, 41.167998], [-8.630838, 41.172309], [-8.651745, 41.175144]]"
1372646627620000503,B,,12.0,20000503,1372646627,A,False,"[[-8.630703, 41.15475], [-8.646633, 41.170914], [-8.660781, 41.182398], [-8.653437, 41.202135], [-8.661303, 41.222385]]"
1372645158620000015,B,,58.0,20000015,1372645158,A,False,"[[-8.604828, 41.161158], [-8.587125, 41.173038]]"
1372646292620000101,A,8939.0,,20000101,1372646292,A,False,"[[-8.619291, 41.149908], [-8.640459, 41.151384], [-8.648937, 41.17275], [-8.659953, 41.181687], [-8.651637, 41.201856], [-8.65692, 41.217741], [-8.66808, 41.229306]]"
1372638342620000011,C,,,20000011,1372638342,A,False,"[[-8.613108, 41.140872], [-8.634348, 41.140836], [-8.648802, 41.160348], [-8.633709, 41.171625], [-8.616699, 41.173974], [-8.601048, 41.171166], [-8.587593, 41.167269]]"
1372640577620000632,B,,18.0,20000632,1372640577,A,False,"[[-8.619912, 41.147991], [-8.639865, 41.149512]]"
1372646610620000112,C,,,20000112,1372646610,A,False,"[[-8.580051, 41.155389], [-8.593731, 41.171328], [-8.610183, 41.174343], [-8.626095, 41.188518], [-8.627265, 41.205771], [-8.626203, 41.222187], [-8.642637, 41.23746]]"
1372647683620000492,B,,58.0,20000492,1372647683,A,False,"[[-8.604864, 41.161149]]"
1372638560620000308,B,,,20000308,1372638560,A,False,"[[-8.58564, 41.148567], [-8.587233, 41.168988], [-8.580573, 41.189499]]"
1372640078620000333,C,,,20000333,1372640078,A,False,"[[-8.599257, 41.149161]]"
1372641041620000481,C,,,20000481,1372641041,A,False,"[[-8.601264, 41.181768], [-8.600292, 41.161311]]"
1372647636620000621,B,,58.0,20000621,1372647636,A,False,"[[-8.604864, 41.161176], [-8.584695, 41.168556]]"
1372646478620000398,B,,9.0,20000398,1372646478,A,False,"[[-8.606556, 41.144679], [-8.60634, 41.165469], [-8.592903, 41.181453], [-8.587071, 41.199165], [-8.605071, 41.199795], [-8.621559, 41.204394], [-8.637768, 41.205789], [-8.654571, 41.215284], [-8.663058, 41.22423]]"
1372642438620000657,A,30736.0,,20000657,1372642438,A,False,"[[-8.689392, 41.167872], [-8.669853, 41.176206], [-8.648703, 41.181174], [-8.627904, 41.17959], [-8.61057, 41.184306]]"
1372644011620000463,C,,,20000463,1372644011,A,False,"[[-8.617662,41.14638]]"
1372644302620000560,C,,,20000560,1372644302,A,False,"[[-8.610903, 41.150439]]"
1372645102620000671,B,,25.0,20000671,1372645102,A,False,"[[-8.617608, 41.146128]]"
1372646917620000190,A,28382.0,,20000190,1372646917,A,False,"[[-8.619912, 41.152473], [-8.598906, 41.148972]]"
1372645492620000171,B,,25.0,20000171,1372645492,A,False,"[[-8.617608, 41.146119]]"
1372646650620000569,C,,,20000569,1372646650,A,False,"[[-8.6103, 41.153688], [-8.593326, 41.164794]]"
1372644406620000486,C,,,20000486,1372644406,A,False,"[[-8.61165, 41.150466], [-8.612703, 41.172246], [-8.611443, 41.192901]]"
1372646454620000574,C,,,20000574,1372646454,A,False,"[[-8.647677, 41.150673]]"
1372643923620000360,B,,14.0,20000360,1372643923,A,False,"[[-8.611128, 41.14935], [-8.605926, 41.169789], [-8.622243, 41.182236], [-8.627355, 41.202549], [-8.626725, 41.22171], [-8.622126, 41.2434], [-8.610273, 41.259879]]"
1372642896620000403,C,,,20000403,1372642896,A,False,"[[-8.610903, 41.145777], [-8.594271, 41.160321], [-8.582553, 41.178447]]"
1372646982620000600,A,36572.0,,20000600,1372646982,A,False,"[[-8.61399, 41.147028], [-8.632116, 41.157405]]"
1372647050620000496,C,,,20000496,1372647050,A,False,"[[-8.614602, 41.142735], [-8.594307, 41.139927], [-8.583039, 41.156685], [-8.593821, 41.171382], [-8.594739, 41.188077], [-8.613396, 41.20137], [-8.629524, 41.207292], [-8.645688, 41.203665], [-8.657289, 41.218209], [-8.667963, 41.230224]]"
1372644458620000450,B,,33.0,20000450,1372644458,A,False,"[[-8.600139, 41.182695], [-8.620362, 41.181246], [-8.64099, 41.183973]]"
1372643960620000545,C,,,20000545,1372643960,A,False,"[[-8.592192, 41.160645]]"
1372642291620000231,C,,,20000231,1372642291,A,False,"[[-8.605629, 41.153481], [-8.623098, 41.164227]]"
1372649262620000496,C,,,20000496,1372649262,A,False,"[[-8.614368, 41.20137], [-8.59959, 41.198355]]"
1372646391620000233,A,55499.0,,20000233,1372646391,A,False,"[[-8.617725, 41.15007]]"
1372648701620000333,B,,61.0,20000333,1372648701,A,False,"[[-8.599149, 41.149089], [-8.581374, 41.163201], [-8.560944, 41.168592]]"
1372647797620000005,B,,25.0,20000005,1372647797,A,False,"[[-8.617626, 41.146056], [-8.606223, 41.164425], [-8.593299, 41.183226], [-8.573715, 41.198517], [-8.55738, 41.201073]]"
1372644406620000154,B,,52.0,20000154,1372644406,A,False,"[[-8.613243, 41.154444], [-8.630298, 41.165109]]"
1372647382620000686,C,,,20000686,1372647382,A,False,"[[-8.613585, 41.145975], [-8.601417, 41.163975]]"
1372648526620000011,B,,23.0,20000011,1372648526,A,False,"[[-8.612478, 41.146056]]"
1372641284620000648,B,,53.0,20000648,1372641284,A,False,"[[-8.614017, 41.14143], [-8.604531, 41.159214], [-8.588331, 41.171139]]"
1372641068620000178,A,52403.0,,20000178,1372641068,A,False,"[[-8.60679, 41.152284], [-8.605026, 41.132187]]"
1372641149620000235,B,,57.0,20000235,1372641149,A,False,"[[-8.610849, 41.145741], [-8.59104, 41.15016]]"
1372646864620000089,B,,36.0,20000089,1372646864,A,False,"[[-8.649981, 41.154345], [-8.631585, 41.146236]]"
1372649049620000671,B,,25.0,20000671,1372649049,A,False,"[[-8.617581, 41.146146], [-8.606367, 41.164632]]"
1372645157620000341,B,,9.0,20000341,1372645157,A,False,"[[-8.606484, 41.144616], [-8.600733, 41.164425], [-8.584164, 41.178564]]"
1372647990620000653,C,,,20000653,1372647990,A,False,"[[-8.615664, 41.140386], [-8.632008, 41.152671], [-8.644815, 41.16942], [-8.655741, 41.178267], [-8.662977, 41.196915], [-8.654598, 41.215347], [-8.664858, 41.226156]]"
1372648378620000325,B,,14.0,20000325,1372648378,A,False,"[[-8.611137, 41.149404]]"
1372648345620000367,C,,,20000367,1372648345,A,False,"[[-8.613972, 41.146578], [-8.633853, 41.15259], [-8.654049, 41.160195]]"
1372649185620000360,B,,25.0,20000360,1372649185,A,False,"[[-8.617635, 41.146146], [-8.638182, 41.148405], [-8.658423, 41.14674]]"
1372647730620000534,C,,,20000534,1372647730,A,False,"[[-8.596341, 41.146794], [-8.581851, 41.163255], [-8.592966, 41.180427], [-8.58834, 41.197275], [-8.609283, 41.200758], [-8.62083, 41.204043], [-8.632701, 41.207184], [-8.644644, 41.20389], [-8.655228, 41.216022], [-8.666793, 41.227686]]"
1372640338620000423,B,,13.0,20000423,1372640338,A,False,"[[-8.628201, 41.157459], [-8.611425, 41.14611]]"
1372649008620000560,B,,25.0,20000560,1372649008,A,False,"[[-8.617626, 41.146119], [-8.638641, 41.148423], [-8.660898, 41.147334]]"
1372649002620000463,B,,25.0,20000463,1372649002,A,False,"[[-8.617563, 41.14611], [-8.599545, 41.132925]]"
1372650050620000534,C,,,20000534,1372650050,A,False,"[[-8.631927, 41.152635], [-8.612694, 41.146011]]"
1372649562620000686,B,,23.0,20000686,1372649562,A,False,"[[-8.612703, 41.145939], [-8.632701, 41.152734]]"
1372648236620000307,C,,,20000307,1372648236,A,False,"[[-8.610363, 41.151537], [-8.591706, 41.161257], [-8.592912, 41.181714], [-8.603334, 41.199354], [-8.620353, 41.203836], [-8.637183, 41.205951], [-8.655372, 41.216175], [-8.666073, 41.227227]]"
1372638700620000665,C,,,20000665,1372638700,A,False,"[[-8.612055, 41.150358], [-8.605089, 41.170752], [-8.62227, 41.1822], [-8.627553, 41.197743], [-8.626923, 41.216913], [-8.639019, 41.23395], [-8.650881, 41.251122]]"
1372644281620000320,B,,34.0,20000320,1372644281,A,False,"[[-8.615538, 41.14071], [-8.636427, 41.148225]]"
1372649198620000403,A,8939.0,,20000403,1372649198,A,False,"[[-8.61957, 41.149809], [-8.597511, 41.148891]]"
1372639441620000012,C,,,20000012,1372639441,A,False,"[[-8.628201, 41.157711], [-8.646201, 41.170563], [-8.661771, 41.18454], [-8.649612, 41.201244]]"
1372648789620000621,B,,58.0,20000621,1372648789,A,False,"[[-8.604837, 41.16114]]"
1372648838620000398,C,,,20000398,1372648838,A,False,"[[-8.60706, 41.150961], [-8.604234, 41.171202], [-8.59329, 41.190957], [-8.614251, 41.201541], [-8.630784, 41.207346], [-8.647506, 41.203296], [-8.656452, 41.217264], [-8.667279, 41.227992]]"
1372646651620000688,A,43149.0,,20000688,1372646651,A,False,"[[-8.580357, 41.17851], [-8.601462, 41.17131], [-8.619021, 41.173821], [-8.633016, 41.171859], [-8.653815, 41.16708]]"
1372650711620000403,C,,,20000403,1372650711,A,False,"[[-8.615736, 41.147271]]"
1372650516620000307,B,,20.0,20000307,1372650516,A,False,"[[-8.626923, 41.166936]]"
1372650895620000403,C,,,20000403,1372650895,A,False,"[[-8.615817,41.147298]]"
1372649134620000540,B,,61.0,20000540,1372649134,A,False,"[[-8.599356, 41.149224], [-8.582175, 41.163426], [-8.59293, 41.181912], [-8.588187, 41.197455], [-8.610237, 41.200875], [-8.621838, 41.204412], [-8.638443, 41.205564], [-8.654292, 41.214978], [-8.665884, 41.227083]]"
1372646879620000305,C,,,20000305,1372646879,A,False,"[[-8.606322, 41.144706], [-8.58465, 41.146452], [-8.583966, 41.166594], [-8.594397, 41.186637], [-8.608824, 41.200749], [-8.624052, 41.205474], [-8.638254, 41.205672], [-8.657991, 41.218974], [-8.667918, 41.237145]]"
1372648404620000503,A,23631.0,,20000503,1372648404,A,False,"[[-8.63658, 41.149899], [-8.616276, 41.148828]]"
1372649231620000600,B,,25.0,20000600,1372649231,A,False,"[[-8.617599, 41.146209], [-8.594838, 41.14611]]"
1372650908620000403,C,,,20000403,1372650908,A,False,"[[-8.615808, 41.147298]]"
1372649081620000171,B,,25.0,20000171,1372649081,A,False,"[[-8.617617, 41.146164], [-8.606502, 41.163174]]"
1372650494620000686,C,,,20000686,1372650494,A,False,"[[-8.614341, 41.147388]]"
1372649630620000011,C,,,20000011,1372649630,A,False,"[[-8.61273, 41.145957], [-8.624772, 41.162859]]"
1372647115620000201,B,,12.0,20000201,1372647115,A,False,"[[-8.630712, 41.154687], [-8.644689, 41.169357], [-8.657586, 41.179851], [-8.674713, 41.189562], [-8.695332, 41.190804]]"
1372649121620000486,B,,25.0,20000486,1372649121,A,False,"[[-8.617644, 41.146137], [-8.606295, 41.164794]]"
1372649085620000569,C,,,20000569,1372649085,A,False,"[[-8.660745, 41.182335], [-8.676648, 41.190111], [-8.658, 41.179896], [-8.638812, 41.171238], [-8.620128, 41.162706]]"
1372649452620000436,C,,,20000436,1372649452,A,False,"[[-8.63856, 41.158953], [-8.65152, 41.174883], [-8.66439, 41.185404], [-8.65224, 41.202081], [-8.660799, 41.221899]]"
1372645400620000435,B,,9.0,20000435,1372645400,A,False,"[[-8.606142, 41.144445], [-8.584326, 41.146488], [-8.584551, 41.166693], [-8.594334, 41.186376], [-8.587242, 41.198958], [-8.607276, 41.200407], [-8.619984, 41.203656], [-8.632359, 41.207229], [-8.644788, 41.203863], [-8.655453, 41.216229], [-8.666865, 41.227713]]"
